epoch,loss,lr,val_loss
0,29.42609896856485,0.001,4.081382839529364
1,3.4244117171494004,0.001,2.5217376157277034
2,2.5675607772217584,0.001,2.227746919008449
3,2.222806228804834,0.001,2.022667303969041
4,2.001902814992924,0.001,1.8905647657092475
5,1.8623623319507874,0.001,1.7897723149148654
6,1.748605484814988,0.001,1.7180098898162253
7,1.6301189194020538,0.001,1.605770677519888
8,1.5458295554229893,0.001,1.5258810356010035
9,1.4634711668663418,0.001,1.4909153058261946
10,1.4040840735140534,0.001,1.4070375093008407
11,1.347779772945286,0.001,1.3634034768034593
12,1.2998661279063863,0.001,1.3727095025079745
13,1.2647128123598002,0.001,1.34125863232361
14,1.2177290363410085,0.001,1.2478548225442108
15,1.1795094938007826,0.001,1.2142171218435123
16,1.1351366553109945,0.001,1.1721870116745643
17,1.0940931374879228,0.001,1.2006323214049812
18,1.082723139487591,0.001,1.12919240476542
19,1.0366839861746915,0.001,2.182443246878252
20,1.036475576076311,0.001,1.0993183963240496
21,0.9826037874541331,0.001,1.1343779141991908
22,0.950947332320754,0.001,1.0584848778588432
23,0.9463942564025367,0.001,1.4982912363999905
24,0.9467729001315599,0.001,0.9854703352258012
25,0.8990157074535016,0.001,0.9944640618953926
26,0.9116550229259373,0.001,1.0539019301898078
27,0.8721913483339486,0.001,0.9284479528320342
28,0.8341021706763002,0.001,0.9819700825321782
29,0.8180593931183373,0.001,0.8938001678103492
30,0.7970571235283134,0.001,0.8973294473522878
31,1.2028155458956649,0.001,1.2664469566431131
32,0.965166432034109,0.001,1.0081386560792323
33,0.848088508414239,0.001,0.907311143792274
34,0.8810850148348465,0.001,0.9937438239155282
35,0.8157382930062481,0.001,0.9364808552360289
36,0.7774117887020111,0.001,0.8262639254369945
37,0.7450920622987846,0.001,0.8480578644855602
38,0.7264698608634398,0.001,0.8553651284373712
39,0.7032916260134313,0.001,0.8105835515713293
40,0.6981659087630891,0.001,0.8181384223461765
41,0.7250460134339087,0.001,0.7594687895731883
42,0.6910263296869612,0.001,0.8254135060801315
43,0.7001278716878793,0.001,0.9538664731893454
44,0.7157513038399294,0.001,0.7353526451259352
45,0.6477755555479797,0.001,0.8228460393050155
46,0.631380308381061,0.001,0.7199775103283051
47,0.6571872358776859,0.001,0.7233309102181149
48,0.648961999520813,0.001,0.8163520309455606
49,0.6103008544629382,0.001,0.7426457122025802
50,0.5907227049783333,0.001,0.7410547718731746
51,0.5892143042124424,0.001,0.7071916627454328
52,0.605107735573631,0.001,0.701915375437669
