epoch,loss,lr,val_loss
0,4.92931458814857,0.001,2.502178426568266
1,2.2485922495114434,0.001,2.369933538915568
2,1.875047495070192,0.001,1.8380657015620052
3,1.6045785693778205,0.001,1.5458147878659125
4,1.4426077192591638,0.001,1.418288886930645
5,1.3552574186595445,0.001,1.3479767364271205
6,1.3710756725871687,0.001,1.2403880681463804
7,1.2117047441988875,0.001,1.1514280327191837
8,1.1561905637229841,0.001,1.086535600928573
9,1.0787684935884378,0.001,1.0750759781711043
10,1.0338414237671292,0.001,1.0364944430852028
11,1.182456223006101,0.001,1.6146686816614413
12,1.0350602376706821,0.001,1.0108428130278717
13,0.9760175915722994,0.001,0.9516524045010177
14,0.9222673825996438,0.001,0.9042627555983407
15,0.8964970256249929,0.001,1.011896955997634
16,0.890801669396076,0.001,0.8356550010628375
17,0.8614079528248187,0.001,0.8751231157334768
18,0.8498499289001387,0.001,0.9432192780029512
19,0.8625795146853653,0.001,0.8660235168697598
20,0.8191053793602383,0.001,0.7948305421967917
21,0.8130332686237454,0.001,0.8037723826011942
22,0.7903946552079978,0.001,0.783332245076792
23,0.7641271543257016,0.001,0.8198967684189785
24,0.8640332996230764,0.001,0.7844701958592487
25,0.7598182549796153,0.001,0.7558404497198157
26,0.7532176000555766,0.001,0.8521077878380068
27,0.7541156656963309,0.001,0.7659364404058517
28,0.7653888657535475,0.001,0.7723009962219376
29,0.7162821564784984,0.001,0.7339234649751484
30,0.719026228201758,0.001,0.7689833795241867
31,0.7277733574515766,0.001,0.7827426874806368
32,0.6927683272005356,0.001,0.6707145979812553
33,0.669011520970728,0.001,0.68948317816819
34,0.6719373337079569,0.001,0.6703949576792723
35,0.6846967804984948,0.001,0.8307238811845178
36,0.7345680746528291,0.001,0.8251609720932164
37,0.7218753472738659,0.001,0.7112437142215027
38,0.6547917268939853,0.001,0.7016050193454001
39,0.6503449971835638,0.001,0.666387998152577
40,0.6746765252241155,0.001,0.6353450722062296
41,0.6406187588713833,0.001,0.6144235274506352
42,0.624491571765585,0.001,0.6494704874632748
43,0.6291084481576055,0.001,0.6347426428451194
44,0.6448112423579717,0.001,1.7200552312563746
45,0.9722465743723604,0.001,1.3737325757320016
46,0.755012578878206,0.001,0.8035129353960202
47,0.6908529883192986,0.001,0.7920396615639617
48,0.6523157087797972,0.001,0.6443570958141195
49,0.6309839043113374,0.001,0.6148095220672578
50,0.6204730805355249,0.001,0.6393622161492111
51,0.6122459116363034,0.001,0.6883175482007374
52,0.6133876594993257,0.001,0.6437240064220846
53,0.6214745881938443,0.001,0.673532651121245
54,0.6110321479974333,0.001,0.5989626296622106
55,0.5990472214738118,0.001,0.6353734236886602
56,0.586864226872159,0.001,0.5996827543779076
57,0.5788952591492957,0.001,0.7070241460008511
58,0.5996981190959203,0.001,0.6080336560767283
59,0.5684680792781496,0.001,0.5991168315959866
60,0.5604267952982912,0.001,0.5863777331557206
61,0.5620370832915159,0.001,0.5495590119978636
62,0.593172038338848,0.001,0.6729625389842914
63,0.577755077444401,0.001,0.5945401141081997
64,0.6259903602071644,0.001,0.6974816617664991
65,0.6132551195080748,0.001,0.6228858650574506
66,0.6465411564124,0.001,0.5927893626030194
67,0.5750446891047291,0.001,0.5836582933306848
68,0.5646149503816035,0.001,0.5988895160504443
69,0.5515006250634635,0.001,0.5783656392932092
70,0.6030417869693225,0.001,0.5750652323818575
71,0.5575873650533637,0.001,0.550755437621739
72,0.5435583666735089,0.001,0.5508733489568629
73,0.5442865979425686,0.001,0.5536353285861905
74,0.5334316914536289,0.001,0.5624314647843939
75,0.52673039623757,0.001,0.5672125040027319
76,0.5261223681808747,0.001,0.576959242154886
77,0.5306928767678664,0.001,0.5548803631019715
78,0.5514932525219377,0.001,0.5841974397040088
79,0.5303277365632892,0.001,0.5290882661842778
80,0.5105738198941516,0.001,0.5246247030900099
81,0.5092834805704883,0.001,0.5388640763676765
82,0.5105727636015293,0.001,0.5342328502404644
83,0.5049314809214208,0.001,0.5537208971523103
84,0.5284177900589618,0.001,0.534631085518551
85,0.539592861821971,0.001,0.7385094916038071
86,0.5304298680467704,0.001,0.5606218525034734
87,0.5124103648146403,0.001,0.524245172317117
88,0.5242007277982751,0.001,0.5222485778874872
89,0.5052544141245872,0.001,0.5158633374953056
90,0.4978816002300105,0.001,0.5256160168574123
91,0.49714159612188635,0.001,0.5116883370943818
92,0.4963718474525766,0.001,0.5228872497876486
93,0.494834083103642,0.001,0.5537743870662754
94,0.48839054156824485,0.001,0.5690605226937715
95,0.4950350934697181,0.001,0.5328464812600321
96,0.49418562835024804,0.001,0.5166096455648905
97,0.4803625408214392,0.001,0.5032713644139402
98,0.49860007246745003,0.001,0.5465399091308182
99,0.48605577033205133,0.001,0.5048678505834926
100,0.49530830779640944,0.001,0.6403915388857229
